date,home_team,away_team,League,B365H,B365D,B365A,BWH,BWD,BWA,competition_id
2014-03-15,Bayern Munich,Leverkusen,"Bundesliga, Germany (L1)",1.14,8.0,15.0,1.15,8.0,13.5,L1
2014-03-15,Braunschweig,Wolfsburg,"Bundesliga, Germany (L1)",3.8,3.6,1.91,3.9,3.7,1.85,L1
2014-03-15,Dortmund,M'gladbach,"Bundesliga, Germany (L1)",1.36,5.0,7.5,1.36,5.0,7.75,L1
2014-03-15,Hertha,Hannover,"Bundesliga, Germany (L1)",1.91,3.5,4.0,1.85,3.7,4.0,L1
2014-03-15,Hoffenheim,Mainz,"Bundesliga, Germany (L1)",2.2,3.5,3.1,2.15,3.5,3.2,L1
2014-03-15,Werder Bremen,Stuttgart,"Bundesliga, Germany (L1)",2.5,3.4,2.7,2.45,3.5,2.7,L1
2014-03-16,Ein Frankfurt,Freiburg,"Bundesliga, Germany (L1)",1.83,3.6,4.2,1.83,3.7,4.0,L1
2014-03-16,Hamburg,Nurnberg,"Bundesliga, Germany (L1)",2.2,3.4,3.2,2.15,3.5,3.2,L1
2014-03-21,Freiburg,Werder Bremen,"Bundesliga, Germany (L1)",2.2,3.3,3.25,2.25,3.4,3.1,L1
2014-03-22,Hannover,Dortmund,"Bundesliga, Germany (L1)",4.75,4.0,1.67,4.75,4.1,1.65,L1
2014-03-22,Mainz,Bayern Munich,"Bundesliga, Germany (L1)",11.0,6.5,1.22,9.75,6.0,1.25,L1
2014-03-22,M'gladbach,Hertha,"Bundesliga, Germany (L1)",2.0,3.4,3.75,2.0,3.6,3.5,L1
2014-03-22,Schalke 04,Braunschweig,"Bundesliga, Germany (L1)",1.4,4.75,7.0,1.4,4.6,7.5,L1
2014-03-22,Stuttgart,Hamburg,"Bundesliga, Germany (L1)",2.0,3.5,3.6,2.05,3.7,3.25,L1
2014-03-22,Wolfsburg,Augsburg,"Bundesliga, Germany (L1)",2.1,3.5,3.3,2.05,3.5,3.4,L1
2014-03-23,Leverkusen,Hoffenheim,"Bundesliga, Germany (L1)",1.73,3.8,4.5,1.75,4.1,4.0,L1
2014-03-23,Nurnberg,Ein Frankfurt,"Bundesliga, Germany (L1)",2.4,3.3,2.88,2.4,3.4,2.8,L1
2014-03-25,Braunschweig,Mainz,"Bundesliga, Germany (L1)",3.4,3.4,2.1,3.25,3.4,2.15,L1
2014-03-25,Dortmund,Schalke 04,"Bundesliga, Germany (L1)",1.44,4.75,6.5,1.48,4.75,5.5,L1
2014-03-25,Hertha,Bayern Munich,"Bundesliga, Germany (L1)",13.0,6.5,1.2,11.0,7.0,1.2,L1
2014-03-25,Werder Bremen,Wolfsburg,"Bundesliga, Germany (L1)",3.1,3.4,2.25,3.1,3.5,2.2,L1
2014-03-26,Augsburg,Leverkusen,"Bundesliga, Germany (L1)",2.4,3.4,2.88,2.5,3.3,2.75,L1
2014-03-26,Ein Frankfurt,M'gladbach,"Bundesliga, Germany (L1)",2.6,3.3,2.63,2.7,3.4,2.5,L1
2014-03-26,Hamburg,Freiburg,"Bundesliga, Germany (L1)",2.1,3.4,3.4,2.05,3.5,3.4,L1
2014-03-26,Hoffenheim,Hannover,"Bundesliga, Germany (L1)",1.91,3.75,3.6,1.87,3.6,4.0,L1
2014-03-26,Nurnberg,Stuttgart,"Bundesliga, Germany (L1)",2.75,3.4,2.45,2.65,3.4,2.55,L1
2014-03-28,Schalke 04,Hertha,"Bundesliga, Germany (L1)",1.8,3.6,4.25,1.78,3.7,4.25,L1
2014-03-29,Bayern Munich,Hoffenheim,"Bundesliga, Germany (L1)",1.14,8.0,15.0,1.17,8.25,11.0,L1
2014-03-29,Freiburg,Nurnberg,"Bundesliga, Germany (L1)",2.15,3.3,3.4,2.15,3.3,3.4,L1
2014-03-29,Leverkusen,Braunschweig,"Bundesliga, Germany (L1)",1.33,5.25,8.0,1.36,5.25,7.0,L1
2014-03-29,Mainz,Augsburg,"Bundesliga, Germany (L1)",2.38,3.25,3.0,2.4,3.4,2.85,L1
2014-03-29,Stuttgart,Dortmund,"Bundesliga, Germany (L1)",4.75,4.0,1.67,4.5,4.0,1.7,L1
2014-03-29,Wolfsburg,Ein Frankfurt,"Bundesliga, Germany (L1)",1.83,3.6,4.2,1.8,3.75,4.1,L1
2014-03-30,Hannover,Werder Bremen,"Bundesliga, Germany (L1)",1.91,3.6,3.8,1.83,3.6,4.1,L1
2014-03-30,M'gladbach,Hamburg,"Bundesliga, Germany (L1)",1.75,3.75,4.5,1.72,3.9,4.33,L1
2014-04-04,Hamburg,Leverkusen,"Bundesliga, Germany (L1)",3.3,3.5,2.1,3.3,3.7,2.05,L1
2014-04-05,Augsburg,Bayern Munich,"Bundesliga, Germany (L1)",7.5,5.0,1.36,7.5,5.0,1.36,L1
2014-04-05,Dortmund,Wolfsburg,"Bundesliga, Germany (L1)",1.44,4.5,6.5,1.48,4.75,5.5,L1
2014-04-05,Ein Frankfurt,Mainz,"Bundesliga, Germany (L1)",2.5,3.3,2.8,2.4,3.5,2.75,L1
2014-04-05,Nurnberg,M'gladbach,"Bundesliga, Germany (L1)",3.3,3.4,2.15,3.25,3.4,2.15,L1
2014-04-05,Stuttgart,Freiburg,"Bundesliga, Germany (L1)",1.8,3.75,4.2,1.83,3.75,4.0,L1
2014-04-05,Werder Bremen,Schalke 04,"Bundesliga, Germany (L1)",3.6,3.6,1.95,3.7,3.7,1.91,L1
2014-04-06,Braunschweig,Hannover,"Bundesliga, Germany (L1)",2.5,3.3,2.75,2.6,3.3,2.65,L1
2014-04-06,Hertha,Hoffenheim,"Bundesliga, Germany (L1)",2.38,3.6,2.7,2.4,3.6,2.7,L1
2014-04-11,Schalke 04,Ein Frankfurt,"Bundesliga, Germany (L1)",1.67,3.75,5.0,1.67,3.8,4.75,L1
2014-04-12,Bayern Munich,Dortmund,"Bundesliga, Germany (L1)",1.5,4.33,6.0,1.55,4.4,5.0,L1
2014-04-12,Freiburg,Braunschweig,"Bundesliga, Germany (L1)",2.1,3.4,3.4,2.0,3.5,3.5,L1
2014-04-12,Hannover,Hamburg,"Bundesliga, Germany (L1)",2.4,3.4,2.8,2.45,3.5,2.65,L1
2014-04-12,Mainz,Werder Bremen,"Bundesliga, Germany (L1)",1.8,3.6,4.33,1.78,3.8,4.1,L1
2014-04-12,M'gladbach,Stuttgart,"Bundesliga, Germany (L1)",1.95,3.5,3.8,1.85,3.7,3.9,L1
2014-04-12,Wolfsburg,Nurnberg,"Bundesliga, Germany (L1)",1.57,4.2,5.25,1.6,4.0,5.0,L1
2014-04-13,Hoffenheim,Augsburg,"Bundesliga, Germany (L1)",2.4,3.5,2.8,2.35,3.6,2.7,L1
2014-04-13,Leverkusen,Hertha,"Bundesliga, Germany (L1)",1.67,3.8,5.0,1.62,3.9,5.0,L1
2014-04-17,Ein Frankfurt,Hannover,"Bundesliga, Germany (L1)",2.0,3.5,3.6,1.95,3.6,3.6,L1
2014-04-19,Augsburg,Hertha,"Bundesliga, Germany (L1)",1.91,3.5,4.0,1.83,3.6,4.1,L1
2014-04-19,Braunschweig,Bayern Munich,"Bundesliga, Germany (L1)",6.5,5.0,1.4,7.25,4.6,1.4,L1
2014-04-19,Dortmund,Mainz,"Bundesliga, Germany (L1)",1.36,5.0,7.5,1.34,5.6,7.0,L1
2014-04-19,Freiburg,M'gladbach,"Bundesliga, Germany (L1)",3.2,3.4,2.2,2.95,3.5,2.25,L1
2014-04-19,Hamburg,Wolfsburg,"Bundesliga, Germany (L1)",2.9,3.5,2.3,2.8,3.6,2.3,L1
2014-04-19,Werder Bremen,Hoffenheim,"Bundesliga, Germany (L1)",2.8,3.6,2.3,2.95,3.6,2.2,L1
2014-04-20,Nurnberg,Leverkusen,"Bundesliga, Germany (L1)",3.75,3.6,1.91,3.9,3.6,1.87,L1
2014-04-20,Stuttgart,Schalke 04,"Bundesliga, Germany (L1)",2.63,3.5,2.5,2.8,3.5,2.3,L1
2014-04-25,Hannover,Stuttgart,"Bundesliga, Germany (L1)",2.7,3.4,2.5,2.6,3.5,2.5,L1
2014-04-26,Bayern Munich,Werder Bremen,"Bundesliga, Germany (L1)",1.2,7.0,11.0,1.22,7.0,9.5,L1
2014-04-26,Hertha,Braunschweig,"Bundesliga, Germany (L1)",2.0,3.5,3.6,1.95,3.6,3.6,L1
2014-04-26,Hoffenheim,Ein Frankfurt,"Bundesliga, Germany (L1)",1.91,3.75,3.6,1.9,3.7,3.7,L1
2014-04-26,Leverkusen,Dortmund,"Bundesliga, Germany (L1)",3.0,3.5,2.25,2.9,3.6,2.25,L1
2014-04-26,Mainz,Nurnberg,"Bundesliga, Germany (L1)",1.62,4.0,5.25,1.62,4.0,5.0,L1
2014-04-26,Wolfsburg,Freiburg,"Bundesliga, Germany (L1)",1.44,4.75,6.0,1.45,4.75,5.75,L1
2014-04-27,Augsburg,Hamburg,"Bundesliga, Germany (L1)",1.85,3.6,4.0,1.85,3.7,3.9,L1
2014-04-27,Schalke 04,M'gladbach,"Bundesliga, Germany (L1)",2.0,3.6,3.5,1.91,3.7,3.6,L1
2014-05-03,Braunschweig,Augsburg,"Bundesliga, Germany (L1)",2.75,3.5,2.4,2.6,3.7,2.4,L1
2014-05-03,Dortmund,Hoffenheim,"Bundesliga, Germany (L1)",1.36,5.5,7.0,1.36,5.5,6.5,L1
2014-05-03,Ein Frankfurt,Leverkusen,"Bundesliga, Germany (L1)",4.2,4.0,1.75,4.2,3.8,1.75,L1
2014-05-03,Freiburg,Schalke 04,"Bundesliga, Germany (L1)",3.6,3.6,1.95,3.5,3.7,1.95,L1
2014-05-03,Hamburg,Bayern Munich,"Bundesliga, Germany (L1)",7.0,5.25,1.36,6.5,5.5,1.36,L1
2014-05-03,M'gladbach,Mainz,"Bundesliga, Germany (L1)",1.85,3.8,3.8,1.87,3.75,3.7,L1
2014-05-03,Nurnberg,Hannover,"Bundesliga, Germany (L1)",2.1,3.6,3.25,1.95,3.7,3.5,L1
2014-05-03,Stuttgart,Wolfsburg,"Bundesliga, Germany (L1)",2.7,3.6,2.4,2.65,3.6,2.4,L1
2014-05-03,Werder Bremen,Hertha,"Bundesliga, Germany (L1)",2.63,3.5,2.5,2.6,3.5,2.5,L1
2014-05-10,Augsburg,Ein Frankfurt,"Bundesliga, Germany (L1)",1.53,4.33,5.5,1.5,4.75,5.25,L1
2014-05-10,Bayern Munich,Stuttgart,"Bundesliga, Germany (L1)",1.2,7.0,11.0,1.19,7.75,9.75,L1
2014-05-10,Hannover,Freiburg,"Bundesliga, Germany (L1)",2.0,3.6,3.5,1.91,3.8,3.5,L1
2014-05-10,Hertha,Dortmund,"Bundesliga, Germany (L1)",5.25,4.5,1.53,5.25,4.6,1.5,L1
2014-05-10,Hoffenheim,Braunschweig,"Bundesliga, Germany (L1)",1.67,4.5,4.2,1.65,4.6,4.0,L1
2014-05-10,Leverkusen,Werder Bremen,"Bundesliga, Germany (L1)",1.25,6.5,9.0,1.25,6.75,8.5,L1
2014-05-10,Mainz,Hamburg,"Bundesliga, Germany (L1)",1.83,4.0,3.75,1.8,4.25,3.6,L1
2014-05-10,Schalke 04,Nurnberg,"Bundesliga, Germany (L1)",1.29,5.5,9.5,1.3,6.0,7.5,L1
2014-05-10,Wolfsburg,M'gladbach,"Bundesliga, Germany (L1)",1.83,4.0,3.75,1.83,4.0,3.6,L1
2013-08-17,Arsenal,Aston Villa,"Premier League, England (GB1)",1.44,4.75,8.0,1.36,5.0,7.75,GB1
2013-08-17,Liverpool,Stoke,"Premier League, England (GB1)",1.4,5.0,9.5,1.4,4.33,8.25,GB1
2013-08-17,Norwich,Everton,"Premier League, England (GB1)",3.2,3.4,2.4,3.1,3.25,2.3,GB1
2013-08-17,Sunderland,Fulham,"Premier League, England (GB1)",2.3,3.4,3.4,2.25,3.2,3.25,GB1
2013-08-17,Swansea,Man United,"Premier League, England (GB1)",4.2,3.5,2.0,4.1,3.5,1.87,GB1
2013-08-17,West Brom,Southampton,"Premier League, England (GB1)",2.4,3.4,3.2,2.3,3.25,3.1,GB1
2013-08-17,West Ham,Cardiff,"Premier League, England (GB1)",2.0,3.6,4.0,1.91,3.4,4.0,GB1
2013-08-18,Chelsea,Hull,"Premier League, England (GB1)",1.2,7.0,21.0,1.19,6.25,15.0,GB1
2013-08-18,Crystal Palace,Tottenham,"Premier League, England (GB1)",4.75,3.75,1.83,4.75,3.7,1.72,GB1
2013-08-19,Man City,Newcastle,"Premier League, England (GB1)",1.33,5.5,11.0,1.3,5.25,9.75,GB1
2013-08-21,Chelsea,Aston Villa,"Premier League, England (GB1)",1.29,5.5,10.0,1.28,5.25,10.0,GB1
2013-08-24,Aston Villa,Liverpool,"Premier League, England (GB1)",4.0,3.75,1.95,3.8,3.6,1.91,GB1
2013-08-24,Everton,West Brom,"Premier League, England (GB1)",1.57,4.33,6.5,1.53,4.1,6.0,GB1
2013-08-24,Fulham,Arsenal,"Premier League, England (GB1)",3.8,3.5,2.1,3.6,3.5,2.0,GB1
2013-08-24,Hull,Norwich,"Premier League, England (GB1)",2.45,3.4,3.1,2.4,3.25,2.95,GB1
2013-08-24,Newcastle,West Ham,"Premier League, England (GB1)",2.3,3.4,3.4,2.25,3.2,3.25,GB1
2013-08-24,Southampton,Sunderland,"Premier League, England (GB1)",1.73,3.8,5.5,1.65,3.8,5.0,GB1
2013-08-24,Stoke,Crystal Palace,"Premier League, England (GB1)",1.83,3.6,5.0,1.8,3.4,4.6,GB1
2013-08-25,Cardiff,Man City,"Premier League, England (GB1)",8.5,4.75,1.44,8.25,4.2,1.42,GB1
2013-08-25,Tottenham,Swansea,"Premier League, England (GB1)",1.62,4.0,6.5,1.57,3.75,6.25,GB1
2013-08-26,Man United,Chelsea,"Premier League, England (GB1)",2.45,3.4,3.1,2.3,3.4,3.0,GB1
2013-08-31,Cardiff,Everton,"Premier League, England (GB1)",3.25,3.4,2.38,3.1,3.25,2.3,GB1
2013-08-31,Crystal Palace,Sunderland,"Premier League, England (GB1)",2.6,3.3,3.0,2.55,3.25,2.75,GB1
2013-08-31,Man City,Hull,"Premier League, England (GB1)",1.17,8.5,19.0,1.16,7.25,15.5,GB1
2013-08-31,Newcastle,Fulham,"Premier League, England (GB1)",2.15,3.4,3.75,2.05,3.3,3.6,GB1
2013-08-31,Norwich,Southampton,"Premier League, England (GB1)",3.0,3.3,2.55,2.85,3.25,2.45,GB1
2013-08-31,West Ham,Stoke,"Premier League, England (GB1)",2.0,3.4,4.33,1.91,3.5,3.9,GB1
2013-09-01,Arsenal,Tottenham,"Premier League, England (GB1)",2.1,3.7,3.6,2.0,3.5,3.6,GB1
2013-09-01,Liverpool,Man United,"Premier League, England (GB1)",2.63,3.4,2.88,2.6,3.3,2.65,GB1
2013-09-01,West Brom,Swansea,"Premier League, England (GB1)",2.7,3.4,2.8,2.55,3.4,2.65,GB1
2013-09-14,Aston Villa,Newcastle,"Premier League, England (GB1)",2.15,3.4,3.8,2.1,3.3,3.5,GB1
2013-09-14,Everton,Chelsea,"Premier League, England (GB1)",3.4,3.3,2.35,3.4,3.4,2.2,GB1
2013-09-14,Fulham,West Brom,"Premier League, England (GB1)",2.15,3.5,3.6,2.15,3.4,3.6,GB1
2013-09-14,Hull,Cardiff,"Premier League, England (GB1)",2.45,3.25,3.25,2.4,3.2,3.0,GB1
2013-09-14,Man United,Crystal Palace,"Premier League, England (GB1)",1.22,7.0,16.0,1.19,6.5,14.0,GB1
2013-09-14,Stoke,Man City,"Premier League, England (GB1)",6.0,4.0,1.65,5.25,3.9,1.62,GB1
2013-09-14,Sunderland,Arsenal,"Premier League, England (GB1)",6.0,3.9,1.67,5.75,3.8,1.6,GB1
2013-09-14,Tottenham,Norwich,"Premier League, England (GB1)",1.45,4.75,8.0,1.42,4.25,8.0,GB1
2013-09-15,Southampton,West Ham,"Premier League, England (GB1)",1.85,3.6,4.75,1.83,3.7,4.0,GB1
2013-09-16,Swansea,Liverpool,"Premier League, England (GB1)",3.5,3.5,2.2,3.6,3.4,2.15,GB1
2013-09-21,Chelsea,Fulham,"Premier League, England (GB1)",1.3,5.75,12.0,1.25,5.5,11.5,GB1
2013-09-21,Liverpool,Southampton,"Premier League, England (GB1)",1.6,4.0,6.5,1.57,4.0,5.75,GB1
2013-09-21,Newcastle,Hull,"Premier League, England (GB1)",1.85,3.5,5.0,1.75,3.4,5.0,GB1
2013-09-21,Norwich,Aston Villa,"Premier League, England (GB1)",2.4,3.4,3.2,2.4,3.3,2.9,GB1
2013-09-21,West Brom,Sunderland,"Premier League, England (GB1)",2.05,3.4,4.2,1.95,3.4,3.9,GB1
2013-09-21,West Ham,Everton,"Premier League, England (GB1)",3.3,3.3,2.4,3.0,3.3,2.35,GB1
2013-09-22,Arsenal,Stoke,"Premier League, England (GB1)",1.36,5.25,10.0,1.35,4.75,8.75,GB1
2013-09-22,Cardiff,Tottenham,"Premier League, England (GB1)",4.5,3.6,1.91,4.25,3.6,1.8,GB1
2013-09-22,Crystal Palace,Swansea,"Premier League, England (GB1)",3.5,3.4,2.25,3.1,3.3,2.3,GB1
2013-09-22,Man City,Man United,"Premier League, England (GB1)",2.2,3.4,3.6,2.1,3.4,3.4,GB1
2013-09-28,Aston Villa,Man City,"Premier League, England (GB1)",6.5,4.2,1.57,7.0,4.1,1.48,GB1
2013-09-28,Fulham,Cardiff,"Premier League, England (GB1)",2.1,3.4,3.9,2.0,3.3,3.8,GB1
2013-09-28,Hull,West Ham,"Premier League, England (GB1)",2.38,3.3,3.3,2.35,3.2,3.1,GB1
2013-09-28,Man United,West Brom,"Premier League, England (GB1)",1.3,5.75,12.0,1.26,5.75,10.0,GB1
2013-09-28,Southampton,Crystal Palace,"Premier League, England (GB1)",1.45,4.5,8.5,1.45,4.2,7.25,GB1
2013-09-28,Swansea,Arsenal,"Premier League, England (GB1)",3.2,3.4,2.38,3.1,3.4,2.25,GB1
2013-09-28,Tottenham,Chelsea,"Premier League, England (GB1)",2.7,3.3,2.88,2.65,3.3,2.6,GB1
2013-09-29,Stoke,Norwich,"Premier League, England (GB1)",1.95,3.4,4.5,1.95,3.3,4.0,GB1
2013-09-29,Sunderland,Liverpool,"Premier League, England (GB1)",5.5,3.9,1.7,5.0,3.8,1.65,GB1
2013-09-30,Everton,Newcastle,"Premier League, England (GB1)",1.65,4.0,6.0,1.6,3.9,5.5,GB1
2013-10-05,Cardiff,Newcastle,"Premier League, England (GB1)",2.45,3.4,3.1,2.3,3.4,3.0,GB1
2013-10-05,Fulham,Stoke,"Premier League, England (GB1)",2.4,3.3,3.3,2.3,3.3,3.1,GB1
2013-10-05,Hull,Aston Villa,"Premier League, England (GB1)",2.45,3.3,3.2,2.35,3.2,3.1,GB1
2013-10-05,Liverpool,Crystal Palace,"Premier League, England (GB1)",1.2,7.5,17.0,1.2,6.5,13.0,GB1
2013-10-05,Man City,Everton,"Premier League, England (GB1)",1.67,4.2,5.5,1.62,4.0,5.0,GB1
2013-10-05,Sunderland,Man United,"Premier League, England (GB1)",6.0,4.0,1.65,5.5,4.0,1.57,GB1
2013-10-06,Norwich,Chelsea,"Premier League, England (GB1)",6.5,4.0,1.62,6.0,4.1,1.53,GB1
2013-10-06,Southampton,Swansea,"Premier League, England (GB1)",2.1,3.5,3.8,2.05,3.4,3.5,GB1
2013-10-06,Tottenham,West Ham,"Premier League, England (GB1)",1.44,4.75,8.5,1.42,4.4,7.75,GB1
2013-10-06,West Brom,Arsenal,"Premier League, England (GB1)",4.9,4.0,1.75,4.6,3.8,1.7,GB1
2013-10-19,Arsenal,Norwich,"Premier League, England (GB1)",1.29,6.0,12.0,1.25,5.5,12.0,GB1
2013-10-19,Chelsea,Cardiff,"Premier League, England (GB1)",1.25,6.5,15.0,1.23,5.75,13.0,GB1
2013-10-19,Everton,Hull,"Premier League, England (GB1)",1.45,4.5,9.0,1.42,4.2,8.25,GB1
2013-10-19,Man United,Southampton,"Premier League, England (GB1)",1.57,4.33,6.5,1.5,4.1,6.5,GB1
2013-10-19,Newcastle,Liverpool,"Premier League, England (GB1)",4.5,3.9,1.83,4.2,3.75,1.78,GB1
2013-10-19,Stoke,West Brom,"Premier League, England (GB1)",2.3,3.3,3.5,2.25,3.2,3.25,GB1
2013-10-19,Swansea,Sunderland,"Premier League, England (GB1)",1.62,4.0,6.5,1.55,3.9,6.0,GB1
2013-10-19,West Ham,Man City,"Premier League, England (GB1)",5.5,3.8,1.73,5.0,3.8,1.65,GB1
2013-10-20,Aston Villa,Tottenham,"Premier League, England (GB1)",4.0,3.5,2.05,3.75,3.5,1.95,GB1
2013-10-21,Crystal Palace,Fulham,"Premier League, England (GB1)",2.75,3.3,2.8,2.65,3.3,2.6,GB1
2013-10-26,Aston Villa,Everton,"Premier League, England (GB1)",3.4,3.4,2.3,3.4,3.3,2.15,GB1
2013-10-26,Crystal Palace,Arsenal,"Premier League, England (GB1)",11.0,5.0,1.36,8.5,5.0,1.33,GB1
2013-10-26,Liverpool,West Brom,"Premier League, England (GB1)",1.44,4.75,8.0,1.36,4.75,8.25,GB1
2013-10-26,Man United,Stoke,"Premier League, England (GB1)",1.33,5.5,11.0,1.34,5.0,8.5,GB1
2013-10-26,Norwich,Cardiff,"Premier League, England (GB1)",2.2,3.4,3.6,2.15,3.4,3.3,GB1
2013-10-26,Southampton,Fulham,"Premier League, England (GB1)",1.62,4.0,6.5,1.57,3.8,6.0,GB1
2013-10-27,Chelsea,Man City,"Premier League, England (GB1)",2.38,3.4,3.2,2.35,3.3,2.95,GB1
2013-10-27,Sunderland,Newcastle,"Premier League, England (GB1)",2.9,3.3,2.63,2.65,3.3,2.6,GB1
2013-10-27,Swansea,West Ham,"Premier League, England (GB1)",1.75,3.8,5.25,1.65,3.8,5.0,GB1
2013-10-27,Tottenham,Hull,"Premier League, England (GB1)",1.44,4.75,8.0,1.4,4.2,8.75,GB1
2013-11-02,Arsenal,Liverpool,"Premier League, England (GB1)",2.3,3.5,3.3,2.15,3.4,3.25,GB1
2013-11-02,Fulham,Man United,"Premier League, England (GB1)",6.5,4.2,1.57,5.75,4.1,1.55,GB1
2013-11-02,Hull,Sunderland,"Premier League, England (GB1)",2.15,3.4,3.8,2.05,3.3,3.6,GB1
2013-11-02,Man City,Norwich,"Premier League, England (GB1)",1.2,7.5,18.0,1.17,7.5,13.0,GB1
2013-11-02,Newcastle,Chelsea,"Premier League, England (GB1)",6.0,4.2,1.62,5.5,4.0,1.57,GB1
2013-11-02,Stoke,Southampton,"Premier League, England (GB1)",3.3,3.3,2.4,3.2,3.1,2.35,GB1
2013-11-02,West Brom,Crystal Palace,"Premier League, England (GB1)",1.55,4.2,7.0,1.5,4.2,6.25,GB1
2013-11-02,West Ham,Aston Villa,"Premier League, England (GB1)",2.25,3.5,3.4,2.15,3.4,3.3,GB1
2013-11-03,Cardiff,Swansea,"Premier League, England (GB1)",3.4,3.4,2.3,3.1,3.3,2.3,GB1
2013-11-03,Everton,Tottenham,"Premier League, England (GB1)",2.5,3.4,3.0,2.4,3.3,2.9,GB1
2013-11-09,Aston Villa,Cardiff,"Premier League, England (GB1)",2.0,3.5,4.2,1.91,3.4,4.0,GB1
2013-11-09,Chelsea,West Brom,"Premier League, England (GB1)",1.29,6.0,12.0,1.28,5.5,9.75,GB1
2013-11-09,Crystal Palace,Everton,"Premier League, England (GB1)",6.5,4.0,1.62,6.0,3.8,1.57,GB1
2013-11-09,Liverpool,Fulham,"Premier League, England (GB1)",1.25,6.5,15.0,1.26,5.5,11.0,GB1
2013-11-09,Norwich,West Ham,"Premier League, England (GB1)",2.63,3.3,2.9,2.4,3.25,2.95,GB1
2013-11-09,Southampton,Hull,"Premier League, England (GB1)",1.62,3.8,7.0,1.53,3.9,6.5,GB1
2013-11-10,Man United,Arsenal,"Premier League, England (GB1)",2.35,3.5,3.2,2.2,3.3,3.25,GB1
2013-11-10,Sunderland,Man City,"Premier League, England (GB1)",9.0,5.0,1.4,8.25,5.0,1.34,GB1
2013-11-10,Swansea,Stoke,"Premier League, England (GB1)",2.0,3.4,4.33,1.87,3.3,4.4,GB1
2013-11-10,Tottenham,Newcastle,"Premier League, England (GB1)",1.57,4.33,6.5,1.5,4.2,6.25,GB1
2013-11-23,Arsenal,Southampton,"Premier League, England (GB1)",1.62,4.2,6.0,1.57,4.1,5.5,GB1
2013-11-23,Everton,Liverpool,"Premier League, England (GB1)",3.0,3.4,2.5,2.85,3.25,2.45,GB1
2013-11-23,Fulham,Swansea,"Premier League, England (GB1)",3.3,3.3,2.38,3.1,3.3,2.25,GB1
2013-11-23,Hull,Crystal Palace,"Premier League, England (GB1)",1.85,3.5,5.0,1.8,3.3,4.75,GB1
2013-11-23,Newcastle,Norwich,"Premier League, England (GB1)",1.8,3.8,4.75,1.72,3.7,4.75,GB1
2013-11-23,Stoke,Sunderland,"Premier League, England (GB1)",2.15,3.3,3.9,2.0,3.3,3.8,GB1
2013-11-23,West Ham,Chelsea,"Premier League, England (GB1)",6.0,4.2,1.62,5.5,3.7,1.62,GB1
2013-11-24,Cardiff,Man United,"Premier League, England (GB1)",6.0,4.0,1.65,5.5,3.9,1.6,GB1
2013-11-24,Man City,Tottenham,"Premier League, England (GB1)",1.7,4.0,5.5,1.62,4.0,5.0,GB1
2013-11-25,West Brom,Aston Villa,"Premier League, England (GB1)",2.15,3.4,3.8,1.95,3.5,3.75,GB1
2013-11-30,Aston Villa,Sunderland,"Premier League, England (GB1)",2.0,3.4,4.33,1.95,3.5,3.75,GB1
2013-11-30,Cardiff,Arsenal,"Premier League, England (GB1)",6.5,4.0,1.62,5.25,4.0,1.6,GB1
2013-11-30,Everton,Stoke,"Premier League, England (GB1)",1.62,4.0,6.25,1.6,3.7,6.0,GB1
2013-11-30,Newcastle,West Brom,"Premier League, England (GB1)",2.05,3.5,4.0,2.0,3.5,3.6,GB1
2013-11-30,Norwich,Crystal Palace,"Premier League, England (GB1)",2.0,3.4,4.33,1.91,3.4,4.1,GB1
2013-11-30,West Ham,Fulham,"Premier League, England (GB1)",1.91,3.5,4.6,1.87,3.4,4.25,GB1
2013-12-01,Chelsea,Southampton,"Premier League, England (GB1)",1.57,4.2,6.5,1.53,4.0,6.25,GB1
2013-12-01,Hull,Liverpool,"Premier League, England (GB1)",6.5,4.0,1.62,5.75,3.8,1.6,GB1
2013-12-01,Man City,Swansea,"Premier League, England (GB1)",1.29,6.0,13.0,1.25,5.5,11.5,GB1
2013-12-01,Tottenham,Man United,"Premier League, England (GB1)",2.8,3.5,2.63,2.75,3.3,2.5,GB1
2013-12-03,Crystal Palace,West Ham,"Premier League, England (GB1)",3.25,3.3,2.4,2.9,3.2,2.4,GB1
2013-12-04,Arsenal,Hull,"Premier League, England (GB1)",1.2,7.5,17.0,1.18,7.0,12.5,GB1
2013-12-04,Fulham,Tottenham,"Premier League, England (GB1)",5.8,3.9,1.67,5.0,3.8,1.65,GB1
2013-12-04,Liverpool,Norwich,"Premier League, England (GB1)",1.29,6.0,12.0,1.22,6.25,11.0,GB1
2013-12-04,Man United,Everton,"Premier League, England (GB1)",1.73,3.75,5.5,1.7,3.6,5.0,GB1
2013-12-04,Southampton,Aston Villa,"Premier League, England (GB1)",1.7,3.8,5.75,1.6,3.8,5.5,GB1
2013-12-04,Stoke,Cardiff,"Premier League, England (GB1)",2.1,3.4,4.0,1.95,3.25,4.0,GB1
2013-12-04,Sunderland,Chelsea,"Premier League, England (GB1)",6.5,4.33,1.55,6.0,4.2,1.5,GB1
2013-12-04,Swansea,Newcastle,"Premier League, England (GB1)",2.2,3.5,3.5,2.05,3.5,3.4,GB1
2013-12-04,West Brom,Man City,"Premier League, England (GB1)",6.0,4.2,1.62,5.5,4.0,1.57,GB1
