date,home_team,away_team,League,B365H,B365D,B365A,BWH,BWD,BWA,competition_id
2018-03-11,Ath Madrid,Celta,"La Liga, Spain (ES1)",1.39,4.75,8.0,1.4,4.6,8.5,ES1
2018-03-11,Espanol,Sociedad,"La Liga, Spain (ES1)",2.87,3.1,2.62,2.7,3.2,2.7,ES1
2018-03-11,Las Palmas,Villarreal,"La Liga, Spain (ES1)",3.5,3.5,2.1,3.4,3.4,2.15,ES1
2018-03-12,Alaves,Betis,"La Liga, Spain (ES1)",2.14,3.29,3.6,2.15,3.4,3.4,ES1
2018-03-16,Levante,Eibar,"La Liga, Spain (ES1)",3.2,3.2,2.37,3.2,3.25,2.35,ES1
2018-03-17,Betis,Espanol,"La Liga, Spain (ES1)",2.2,3.39,3.29,2.25,3.25,3.4,ES1
2018-03-17,La Coruna,Las Palmas,"La Liga, Spain (ES1)",1.72,3.75,5.0,1.75,3.7,4.75,ES1
2018-03-17,Sociedad,Getafe,"La Liga, Spain (ES1)",1.72,3.6,5.25,1.7,3.7,5.25,ES1
2018-03-17,Valencia,Alaves,"La Liga, Spain (ES1)",1.44,4.5,7.5,1.45,4.33,7.75,ES1
2018-03-18,Barcelona,Ath Bilbao,"La Liga, Spain (ES1)",1.16,8.0,15.0,1.15,8.0,19.0,ES1
2018-03-18,Celta,Malaga,"La Liga, Spain (ES1)",1.44,4.5,7.0,1.45,4.6,7.0,ES1
2018-03-18,Leganes,Sevilla,"La Liga, Spain (ES1)",3.7,3.29,2.1,3.7,3.3,2.1,ES1
2018-03-18,Real Madrid,Girona,"La Liga, Spain (ES1)",1.16,7.5,17.0,1.18,7.75,14.0,ES1
2018-03-18,Villarreal,Ath Madrid,"La Liga, Spain (ES1)",4.2,3.1,2.04,3.9,3.25,2.05,ES1
2018-03-31,Ath Bilbao,Celta,"La Liga, Spain (ES1)",2.04,3.29,3.6,2.1,3.25,3.5,ES1
2018-03-31,Girona,Levante,"La Liga, Spain (ES1)",1.57,3.79,6.0,1.62,3.7,5.5,ES1
2018-03-31,Las Palmas,Real Madrid,"La Liga, Spain (ES1)",10.0,6.0,1.25,8.75,6.25,1.26,ES1
2018-03-31,Sevilla,Barcelona,"La Liga, Spain (ES1)",4.75,4.0,1.66,4.75,3.9,1.67,ES1
2018-04-01,Ath Madrid,La Coruna,"La Liga, Spain (ES1)",1.22,5.75,13.0,1.22,5.75,14.0,ES1
2018-04-01,Eibar,Sociedad,"La Liga, Spain (ES1)",2.37,3.39,2.87,2.35,3.4,2.85,ES1
2018-04-01,Espanol,Alaves,"La Liga, Spain (ES1)",2.04,3.2,3.75,2.0,3.2,3.9,ES1
2018-04-01,Leganes,Valencia,"La Liga, Spain (ES1)",3.75,3.39,2.0,3.8,3.25,2.0,ES1
2018-04-01,Malaga,Villarreal,"La Liga, Spain (ES1)",3.5,3.2,2.14,3.2,3.2,2.25,ES1
2018-04-02,Getafe,Betis,"La Liga, Spain (ES1)",1.95,3.5,3.75,2.0,3.25,3.8,ES1
2018-04-06,La Coruna,Malaga,"La Liga, Spain (ES1)",2.04,3.29,3.79,2.05,3.3,3.8,ES1
2018-04-07,Alaves,Getafe,"La Liga, Spain (ES1)",2.45,3.0,3.2,2.4,3.1,3.2,ES1
2018-04-07,Barcelona,Leganes,"La Liga, Spain (ES1)",1.12,9.0,21.0,1.13,8.5,21.0,ES1
2018-04-07,Betis,Eibar,"La Liga, Spain (ES1)",2.25,3.39,3.25,2.25,3.3,3.3,ES1
2018-04-07,Celta,Sevilla,"La Liga, Spain (ES1)",2.2,3.39,3.29,2.15,3.5,3.3,ES1
2018-04-08,Levante,Las Palmas,"La Liga, Spain (ES1)",1.9,3.6,4.0,1.9,3.5,4.25,ES1
2018-04-08,Real Madrid,Ath Madrid,"La Liga, Spain (ES1)",1.75,3.75,4.75,1.75,3.8,4.75,ES1
2018-04-08,Sociedad,Girona,"La Liga, Spain (ES1)",1.9,3.6,4.0,1.83,3.9,4.1,ES1
2018-04-08,Valencia,Espanol,"La Liga, Spain (ES1)",1.5,4.33,6.5,1.48,4.4,6.75,ES1
2018-04-09,Villarreal,Ath Bilbao,"La Liga, Spain (ES1)",1.85,3.5,4.5,1.91,3.5,4.1,ES1
2018-04-13,Girona,Betis,"La Liga, Spain (ES1)",2.29,3.39,3.1,2.35,3.4,3.0,ES1
2018-04-14,Ath Bilbao,La Coruna,"La Liga, Spain (ES1)",1.66,3.75,5.5,1.67,3.75,5.5,ES1
2018-04-14,Barcelona,Valencia,"La Liga, Spain (ES1)",1.28,6.0,9.5,1.3,5.75,9.0,ES1
2018-04-14,Las Palmas,Sociedad,"La Liga, Spain (ES1)",3.79,3.6,1.95,3.7,3.6,2.0,ES1
2018-04-14,Leganes,Celta,"La Liga, Spain (ES1)",3.1,3.2,2.39,3.3,3.1,2.35,ES1
2018-04-14,Sevilla,Villarreal,"La Liga, Spain (ES1)",1.8,3.75,4.5,1.83,3.7,4.25,ES1
2018-04-15,Ath Madrid,Levante,"La Liga, Spain (ES1)",1.22,6.0,15.0,1.22,6.25,15.0,ES1
2018-04-15,Eibar,Alaves,"La Liga, Spain (ES1)",1.83,3.39,4.75,1.83,3.3,5.0,ES1
2018-04-15,Getafe,Espanol,"La Liga, Spain (ES1)",2.14,3.1,3.75,2.2,3.1,3.7,ES1
2018-04-15,Malaga,Real Madrid,"La Liga, Spain (ES1)",10.0,5.5,1.28,10.5,5.75,1.28,ES1
2018-04-17,Celta,Barcelona,"La Liga, Spain (ES1)",4.75,4.33,1.64,4.75,4.2,1.65,ES1
2018-04-17,La Coruna,Sevilla,"La Liga, Spain (ES1)",2.5,3.5,2.75,2.5,3.6,2.7,ES1
2018-04-17,Villarreal,Leganes,"La Liga, Spain (ES1)",1.6,3.79,6.5,1.57,3.8,6.5,ES1
2018-04-18,Espanol,Eibar,"La Liga, Spain (ES1)",2.29,3.1,3.39,2.35,3.1,3.3,ES1
2018-04-18,Real Madrid,Ath Bilbao,"La Liga, Spain (ES1)",1.19,7.0,12.0,1.22,6.75,11.5,ES1
2018-04-18,Valencia,Getafe,"La Liga, Spain (ES1)",1.44,4.0,8.0,1.48,4.1,7.5,ES1
2018-04-19,Alaves,Girona,"La Liga, Spain (ES1)",2.37,3.1,3.29,2.45,3.1,3.1,ES1
2018-04-19,Betis,Las Palmas,"La Liga, Spain (ES1)",1.36,5.25,7.5,1.36,5.25,8.0,ES1
2018-04-19,Levante,Malaga,"La Liga, Spain (ES1)",1.85,3.5,4.5,1.83,3.4,4.75,ES1
2018-04-19,Sociedad,Ath Madrid,"La Liga, Spain (ES1)",3.29,3.29,2.25,3.3,3.3,2.25,ES1
2018-04-20,Leganes,La Coruna,"La Liga, Spain (ES1)",2.29,3.25,3.2,2.45,3.25,3.0,ES1
2018-04-21,Celta,Valencia,"La Liga, Spain (ES1)",2.7,3.39,2.6,2.6,3.4,2.7,ES1
2018-04-21,Eibar,Getafe,"La Liga, Spain (ES1)",2.04,3.2,4.0,2.1,3.2,3.8,ES1
2018-04-22,Ath Madrid,Betis,"La Liga, Spain (ES1)",1.61,3.75,6.0,1.62,3.8,6.0,ES1
2018-04-22,Girona,Espanol,"La Liga, Spain (ES1)",2.14,3.25,3.6,2.1,3.3,3.7,ES1
2018-04-22,Las Palmas,Alaves,"La Liga, Spain (ES1)",3.1,3.2,2.39,3.1,3.3,2.35,ES1
2018-04-22,Malaga,Sociedad,"La Liga, Spain (ES1)",5.25,3.6,1.72,5.25,3.5,1.75,ES1
2018-04-23,Ath Bilbao,Levante,"La Liga, Spain (ES1)",1.66,3.75,5.5,1.7,3.7,5.25,ES1
2018-04-27,Levante,Sevilla,"La Liga, Spain (ES1)",4.5,3.6,1.75,4.0,3.75,1.87,ES1
2018-04-28,Espanol,Las Palmas,"La Liga, Spain (ES1)",1.36,4.75,9.5,1.42,4.33,8.5,ES1
2018-04-28,Real Madrid,Leganes,"La Liga, Spain (ES1)",1.3,5.5,10.0,1.3,5.5,9.75,ES1
2018-04-28,Sociedad,Ath Bilbao,"La Liga, Spain (ES1)",1.85,3.6,4.33,1.87,3.6,4.25,ES1
2018-04-28,Villarreal,Celta,"La Liga, Spain (ES1)",1.72,3.75,5.0,1.75,3.7,4.75,ES1
2018-04-29,Alaves,Ath Madrid,"La Liga, Spain (ES1)",3.29,3.1,2.37,3.4,3.2,2.25,ES1
2018-04-29,Getafe,Girona,"La Liga, Spain (ES1)",2.1,3.1,4.0,2.05,3.25,4.0,ES1
2018-04-29,La Coruna,Barcelona,"La Liga, Spain (ES1)",12.0,6.0,1.25,9.5,6.0,1.28,ES1
2018-04-29,Valencia,Eibar,"La Liga, Spain (ES1)",1.5,4.0,7.5,1.5,4.2,6.75,ES1
2018-04-30,Betis,Malaga,"La Liga, Spain (ES1)",1.44,4.5,7.5,1.36,5.0,9.0,ES1
2018-05-04,Sevilla,Sociedad,"La Liga, Spain (ES1)",2.1,3.79,3.1,2.1,3.5,3.5,ES1
2018-05-05,Ath Bilbao,Betis,"La Liga, Spain (ES1)",2.25,3.29,3.29,2.2,3.4,3.3,ES1
2018-05-05,Celta,La Coruna,"La Liga, Spain (ES1)",1.61,4.0,5.5,1.6,4.2,5.25,ES1
2018-05-05,Girona,Eibar,"La Liga, Spain (ES1)",2.1,3.29,3.75,2.05,3.3,3.9,ES1
2018-05-05,Villarreal,Valencia,"La Liga, Spain (ES1)",2.25,3.39,3.2,2.25,3.4,3.2,ES1
2018-05-06,Ath Madrid,Espanol,"La Liga, Spain (ES1)",1.39,4.2,10.0,1.36,4.6,10.0,ES1
2018-05-06,Barcelona,Real Madrid,"La Liga, Spain (ES1)",1.66,4.33,4.5,1.67,4.33,4.5,ES1
2018-05-06,Las Palmas,Getafe,"La Liga, Spain (ES1)",4.0,3.29,2.0,3.8,3.4,2.05,ES1
2018-05-06,Malaga,Alaves,"La Liga, Spain (ES1)",2.39,3.2,3.1,2.45,3.1,3.1,ES1
2018-05-07,Leganes,Levante,"La Liga, Spain (ES1)",2.1,3.2,3.89,2.05,3.3,3.9,ES1
2018-05-09,Barcelona,Villarreal,"La Liga, Spain (ES1)",1.28,5.75,10.0,1.3,5.75,9.5,ES1
2018-05-09,Sevilla,Real Madrid,"La Liga, Spain (ES1)",2.45,3.7,2.62,2.5,3.9,2.55,ES1
2018-05-12,Alaves,Ath Bilbao,"La Liga, Spain (ES1)",2.5,3.29,2.89,2.55,3.25,2.85,ES1
2018-05-12,Betis,Sevilla,"La Liga, Spain (ES1)",2.62,3.39,2.7,2.6,3.5,2.65,ES1
2018-05-12,Eibar,Las Palmas,"La Liga, Spain (ES1)",1.39,4.5,9.0,1.4,4.75,7.75,ES1
2018-05-12,Getafe,Ath Madrid,"La Liga, Spain (ES1)",2.79,3.1,2.79,2.75,3.1,2.75,ES1
2018-05-12,Girona,Valencia,"La Liga, Spain (ES1)",2.5,3.39,2.75,2.65,3.4,2.65,ES1
2018-05-12,La Coruna,Villarreal,"La Liga, Spain (ES1)",3.5,3.6,2.04,3.6,3.5,2.05,ES1
2018-05-12,Real Madrid,Celta,"La Liga, Spain (ES1)",1.36,5.0,9.0,1.35,5.5,8.0,ES1
2018-05-12,Sociedad,Leganes,"La Liga, Spain (ES1)",1.44,4.2,8.5,1.42,4.4,8.25,ES1
2018-05-13,Espanol,Malaga,"La Liga, Spain (ES1)",1.61,3.7,6.25,1.67,3.5,6.0,ES1
2018-05-13,Levante,Barcelona,"La Liga, Spain (ES1)",10.0,5.25,1.3,9.25,5.75,1.3,ES1
2018-05-19,Celta,Levante,"La Liga, Spain (ES1)",1.8,4.0,4.1,1.8,4.0,4.1,ES1
2018-05-19,Las Palmas,Girona,"La Liga, Spain (ES1)",3.1,3.5,2.25,3.0,3.7,2.25,ES1
2018-05-19,Leganes,Betis,"La Liga, Spain (ES1)",2.7,3.6,2.5,2.7,3.5,2.55,ES1
2018-05-19,Malaga,Getafe,"La Liga, Spain (ES1)",3.3,3.3,2.25,3.1,3.5,2.25,ES1
2018-05-19,Sevilla,Alaves,"La Liga, Spain (ES1)",1.4,4.75,8.0,1.42,5.0,7.0,ES1
2018-05-19,Villarreal,Real Madrid,"La Liga, Spain (ES1)",3.1,4.1,2.1,3.1,4.2,2.05,ES1
2018-05-20,Ath Bilbao,Espanol,"La Liga, Spain (ES1)",2.04,3.5,3.6,2.0,3.5,3.8,ES1
2018-05-20,Ath Madrid,Eibar,"La Liga, Spain (ES1)",1.61,3.8,6.0,1.6,4.0,5.75,ES1
2018-05-20,Barcelona,Sociedad,"La Liga, Spain (ES1)",1.22,7.0,11.0,1.22,7.25,10.5,ES1
2018-05-20,Valencia,La Coruna,"La Liga, Spain (ES1)",1.4,4.75,8.0,1.36,5.0,8.5,ES1
2017-08-19,Juventus,Cagliari,"Serie A, Italy (IT1)",1.14,8.0,19.0,1.16,7.5,17.0,IT1
2017-08-19,Verona,Napoli,"Serie A, Italy (IT1)",8.0,4.75,1.4,8.0,4.6,1.42,IT1
2017-08-20,Atalanta,Roma,"Serie A, Italy (IT1)",3.2,3.3,2.3,3.2,3.4,2.25,IT1
2017-08-20,Bologna,Torino,"Serie A, Italy (IT1)",3.1,3.3,2.38,3.2,3.3,2.3,IT1
2017-08-20,Crotone,Milan,"Serie A, Italy (IT1)",6.0,4.0,1.57,5.5,4.1,1.6,IT1
2017-08-20,Inter,Fiorentina,"Serie A, Italy (IT1)",1.57,4.0,6.0,1.57,4.2,5.75,IT1
2017-08-20,Lazio,Spal,"Serie A, Italy (IT1)",1.29,5.5,11.0,1.26,5.75,12.0,IT1
2017-08-20,Sampdoria,Benevento,"Serie A, Italy (IT1)",1.67,3.75,5.5,1.67,3.7,5.5,IT1
2017-08-20,Sassuolo,Genoa,"Serie A, Italy (IT1)",2.2,3.25,3.5,2.2,3.3,3.4,IT1
2017-08-20,Udinese,Chievo,"Serie A, Italy (IT1)",2.1,3.2,3.8,2.1,3.25,3.75,IT1
2017-08-26,Benevento,Bologna,"Serie A, Italy (IT1)",2.7,3.2,2.75,2.7,3.1,2.8,IT1
2017-08-26,Genoa,Juventus,"Serie A, Italy (IT1)",9.0,4.5,1.4,10.0,4.6,1.36,IT1
2017-08-26,Roma,Inter,"Serie A, Italy (IT1)",2.3,3.5,3.0,2.25,3.5,3.1,IT1
2017-08-27,Chievo,Lazio,"Serie A, Italy (IT1)",3.5,3.2,2.2,3.6,3.3,2.15,IT1
2017-08-27,Crotone,Verona,"Serie A, Italy (IT1)",2.5,3.2,2.88,2.45,3.2,3.0,IT1
2017-08-27,Fiorentina,Sampdoria,"Serie A, Italy (IT1)",1.8,3.5,4.5,1.85,3.6,4.33,IT1
2017-08-27,Milan,Cagliari,"Serie A, Italy (IT1)",1.22,6.5,13.0,1.22,6.5,13.5,IT1
2017-08-27,Napoli,Atalanta,"Serie A, Italy (IT1)",1.4,4.75,8.0,1.42,4.6,7.75,IT1
2017-08-27,Spal,Udinese,"Serie A, Italy (IT1)",2.5,3.1,2.9,2.45,3.1,3.1,IT1
2017-08-27,Torino,Sassuolo,"Serie A, Italy (IT1)",1.75,3.6,5.0,1.72,3.7,5.0,IT1
2017-09-09,Juventus,Chievo,"Serie A, Italy (IT1)",1.17,7.5,17.0,1.17,7.25,17.0,IT1
2017-09-10,Atalanta,Sassuolo,"Serie A, Italy (IT1)",1.55,4.0,6.5,1.57,4.0,6.0,IT1
2017-09-10,Benevento,Torino,"Serie A, Italy (IT1)",4.33,3.75,1.83,4.5,3.7,1.8,IT1
2017-09-10,Bologna,Napoli,"Serie A, Italy (IT1)",10.0,5.0,1.33,9.75,5.0,1.34,IT1
2017-09-10,Cagliari,Crotone,"Serie A, Italy (IT1)",1.67,3.75,5.5,1.65,3.8,5.5,IT1
2017-09-10,Inter,Spal,"Serie A, Italy (IT1)",1.25,6.0,13.0,1.25,6.0,12.0,IT1
2017-09-10,Lazio,Milan,"Serie A, Italy (IT1)",2.45,3.4,2.9,2.4,3.4,2.95,IT1
2017-09-10,Udinese,Genoa,"Serie A, Italy (IT1)",2.38,3.2,3.2,2.35,3.2,3.2,IT1
2017-09-10,Verona,Fiorentina,"Serie A, Italy (IT1)",3.4,3.3,2.2,3.5,3.3,2.15,IT1
2017-09-16,Crotone,Inter,"Serie A, Italy (IT1)",10.0,5.0,1.33,10.5,5.25,1.3,IT1
2017-09-16,Fiorentina,Bologna,"Serie A, Italy (IT1)",1.55,4.2,6.0,1.53,4.1,6.75,IT1
2017-09-16,Roma,Verona,"Serie A, Italy (IT1)",1.17,7.5,17.0,1.19,6.75,15.5,IT1
2017-09-17,Chievo,Atalanta,"Serie A, Italy (IT1)",3.0,3.2,2.5,3.0,3.2,2.45,IT1
2017-09-17,Genoa,Lazio,"Serie A, Italy (IT1)",3.8,3.5,2.0,3.9,3.4,2.0,IT1
2017-09-17,Milan,Udinese,"Serie A, Italy (IT1)",1.4,4.6,8.5,1.4,4.75,8.0,IT1
2017-09-17,Napoli,Benevento,"Serie A, Italy (IT1)",1.11,10.0,19.0,1.11,9.75,21.0,IT1
2017-09-17,Sassuolo,Juventus,"Serie A, Italy (IT1)",7.5,4.33,1.45,8.5,4.25,1.44,IT1
2017-09-17,Spal,Cagliari,"Serie A, Italy (IT1)",2.38,3.3,3.1,2.35,3.3,3.1,IT1
2017-09-17,Torino,Sampdoria,"Serie A, Italy (IT1)",1.67,4.0,5.0,1.72,3.9,4.75,IT1
2017-09-19,Bologna,Inter,"Serie A, Italy (IT1)",5.75,4.0,1.6,6.0,4.0,1.57,IT1
2017-09-20,Atalanta,Crotone,"Serie A, Italy (IT1)",1.33,5.0,10.0,1.34,5.0,9.5,IT1
2017-09-20,Benevento,Roma,"Serie A, Italy (IT1)",8.0,5.25,1.36,8.5,5.25,1.35,IT1
2017-09-20,Cagliari,Sassuolo,"Serie A, Italy (IT1)",2.2,3.4,3.3,2.15,3.4,3.4,IT1
2017-09-20,Genoa,Chievo,"Serie A, Italy (IT1)",2.2,3.3,3.5,2.15,3.25,3.6,IT1
2017-09-20,Juventus,Fiorentina,"Serie A, Italy (IT1)",1.33,5.25,9.0,1.35,5.0,9.25,IT1
2017-09-20,Lazio,Napoli,"Serie A, Italy (IT1)",3.4,3.6,2.1,3.4,3.7,2.05,IT1
2017-09-20,Milan,Spal,"Serie A, Italy (IT1)",1.25,6.5,11.0,1.25,5.75,13.5,IT1
2017-09-20,Udinese,Torino,"Serie A, Italy (IT1)",2.88,3.5,2.4,2.75,3.4,2.55,IT1
2017-09-20,Verona,Sampdoria,"Serie A, Italy (IT1)",3.6,3.5,2.05,3.4,3.4,2.15,IT1
2017-09-23,Juventus,Torino,"Serie A, Italy (IT1)",1.4,4.5,8.5,1.4,4.75,8.0,IT1
2017-09-23,Roma,Udinese,"Serie A, Italy (IT1)",1.25,6.0,12.0,1.25,6.0,12.0,IT1
2017-09-23,Spal,Napoli,"Serie A, Italy (IT1)",15.0,6.0,1.22,12.0,6.75,1.22,IT1
2017-09-24,Cagliari,Chievo,"Serie A, Italy (IT1)",2.25,3.3,3.3,2.2,3.3,3.4,IT1
2017-09-24,Crotone,Benevento,"Serie A, Italy (IT1)",1.91,3.4,4.33,1.9,3.4,4.4,IT1
2017-09-24,Fiorentina,Atalanta,"Serie A, Italy (IT1)",2.2,3.4,3.2,2.2,3.4,3.3,IT1
2017-09-24,Inter,Genoa,"Serie A, Italy (IT1)",1.3,5.5,10.0,1.3,5.5,10.0,IT1
2017-09-24,Sampdoria,Milan,"Serie A, Italy (IT1)",3.5,3.75,2.0,3.7,3.4,2.05,IT1
2017-09-24,Sassuolo,Bologna,"Serie A, Italy (IT1)",2.1,3.3,3.75,2.05,3.4,3.75,IT1
2017-09-24,Verona,Lazio,"Serie A, Italy (IT1)",5.5,4.0,1.62,5.5,4.1,1.6,IT1
2017-09-30,Genoa,Bologna,"Serie A, Italy (IT1)",2.25,3.2,3.3,2.25,3.2,3.2,IT1
2017-09-30,Udinese,Sampdoria,"Serie A, Italy (IT1)",2.7,3.25,2.6,2.7,3.2,2.6,IT1
2017-10-01,Atalanta,Juventus,"Serie A, Italy (IT1)",4.75,3.75,1.7,4.75,3.6,1.72,IT1
2017-10-01,Benevento,Inter,"Serie A, Italy (IT1)",11.0,5.0,1.29,10.5,5.75,1.25,IT1
2017-10-01,Chievo,Fiorentina,"Serie A, Italy (IT1)",2.8,3.25,2.5,2.75,3.3,2.5,IT1
2017-10-01,Lazio,Sassuolo,"Serie A, Italy (IT1)",1.4,4.5,8.0,1.4,4.6,7.5,IT1
2017-10-01,Milan,Roma,"Serie A, Italy (IT1)",2.55,3.4,2.63,2.5,3.4,2.65,IT1
2017-10-01,Napoli,Cagliari,"Serie A, Italy (IT1)",1.13,8.0,21.0,1.11,8.25,20.0,IT1
2017-10-01,Spal,Crotone,"Serie A, Italy (IT1)",1.91,3.4,4.0,1.95,3.25,4.0,IT1
2017-10-01,Torino,Verona,"Serie A, Italy (IT1)",1.33,5.0,9.0,1.28,5.25,9.75,IT1
2017-10-14,Juventus,Lazio,"Serie A, Italy (IT1)",1.53,4.5,5.75,1.53,4.2,6.5,IT1
2017-10-14,Roma,Napoli,"Serie A, Italy (IT1)",3.2,3.4,2.25,3.1,3.5,2.25,IT1
2017-10-15,Bologna,Spal,"Serie A, Italy (IT1)",1.75,3.5,5.25,1.8,3.4,5.0,IT1
2017-10-15,Cagliari,Genoa,"Serie A, Italy (IT1)",2.25,3.3,3.3,2.3,3.1,3.4,IT1
2017-10-15,Crotone,Torino,"Serie A, Italy (IT1)",3.75,3.5,2.0,3.9,3.4,2.0,IT1
2017-10-15,Fiorentina,Udinese,"Serie A, Italy (IT1)",1.67,3.8,5.5,1.62,3.9,5.75,IT1
2017-10-15,Inter,Milan,"Serie A, Italy (IT1)",2.2,3.4,3.4,2.2,3.3,3.4,IT1
2017-10-15,Sampdoria,Atalanta,"Serie A, Italy (IT1)",2.8,3.3,2.6,2.8,3.25,2.6,IT1
2017-10-15,Sassuolo,Chievo,"Serie A, Italy (IT1)",2.25,3.3,3.3,2.35,3.2,3.25,IT1
2017-10-16,Verona,Benevento,"Serie A, Italy (IT1)",1.91,3.5,4.2,1.9,3.5,4.25,IT1
2017-10-21,Napoli,Inter,"Serie A, Italy (IT1)",1.61,4.2,5.0,1.62,4.25,5.0,IT1
2017-10-21,Sampdoria,Crotone,"Serie A, Italy (IT1)",1.53,3.79,7.5,1.53,4.1,6.75,IT1
2017-10-22,Atalanta,Bologna,"Serie A, Italy (IT1)",1.6,3.75,6.5,1.62,3.8,5.75,IT1
2017-10-22,Benevento,Fiorentina,"Serie A, Italy (IT1)",6.0,3.79,1.57,5.5,4.0,1.62,IT1
2017-10-22,Chievo,Verona,"Serie A, Italy (IT1)",1.9,3.39,4.33,1.85,3.5,4.5,IT1
2017-10-22,Lazio,Cagliari,"Serie A, Italy (IT1)",1.28,6.0,9.0,1.26,6.25,10.0,IT1
2017-10-22,Milan,Genoa,"Serie A, Italy (IT1)",1.44,4.33,8.0,1.48,4.25,7.25,IT1
2017-10-22,Spal,Sassuolo,"Serie A, Italy (IT1)",2.6,3.29,2.75,2.55,3.3,2.8,IT1
2017-10-22,Torino,Roma,"Serie A, Italy (IT1)",3.75,3.6,1.95,3.75,3.75,1.95,IT1
2017-10-22,Udinese,Juventus,"Serie A, Italy (IT1)",7.5,4.5,1.44,7.5,4.75,1.42,IT1
2017-10-24,Inter,Sampdoria,"Serie A, Italy (IT1)",1.44,4.75,7.0,1.45,4.6,7.0,IT1
2017-10-25,Atalanta,Verona,"Serie A, Italy (IT1)",1.36,5.0,8.5,1.36,4.75,9.25,IT1
2017-10-25,Bologna,Lazio,"Serie A, Italy (IT1)",5.25,3.75,1.7,5.25,3.75,1.7,IT1
2017-10-25,Cagliari,Benevento,"Serie A, Italy (IT1)",1.44,4.5,7.5,1.53,4.1,6.75,IT1
2017-10-25,Chievo,Milan,"Serie A, Italy (IT1)",3.6,3.25,2.14,3.6,3.4,2.1,IT1
2017-10-25,Fiorentina,Torino,"Serie A, Italy (IT1)",1.85,3.79,4.0,1.9,3.8,3.8,IT1
2017-10-25,Genoa,Napoli,"Serie A, Italy (IT1)",9.0,5.25,1.33,8.75,5.25,1.34,IT1
2017-10-25,Juventus,Spal,"Serie A, Italy (IT1)",1.12,9.0,21.0,1.13,8.5,23.0,IT1
2017-10-25,Roma,Crotone,"Serie A, Italy (IT1)",1.16,8.0,15.0,1.16,8.0,17.0,IT1
2017-10-25,Sassuolo,Udinese,"Serie A, Italy (IT1)",2.0,3.5,3.75,2.05,3.3,3.9,IT1
2017-10-28,Milan,Juventus,"Serie A, Italy (IT1)",4.2,3.5,1.9,4.2,3.5,1.91,IT1
2017-10-28,Roma,Bologna,"Serie A, Italy (IT1)",1.28,5.75,10.0,1.25,6.25,11.5,IT1
2017-10-29,Benevento,Lazio,"Serie A, Italy (IT1)",11.0,5.5,1.28,12.0,5.75,1.26,IT1
2017-10-29,Crotone,Fiorentina,"Serie A, Italy (IT1)",5.5,3.75,1.64,5.5,3.8,1.65,IT1
2017-10-29,Napoli,Sassuolo,"Serie A, Italy (IT1)",1.14,9.0,15.0,1.13,9.75,15.5,IT1
2017-10-29,Sampdoria,Chievo,"Serie A, Italy (IT1)",1.83,3.6,4.5,1.8,3.4,5.0,IT1
2017-10-29,Spal,Genoa,"Serie A, Italy (IT1)",3.1,3.1,2.5,2.95,3.25,2.5,IT1
2017-10-29,Torino,Cagliari,"Serie A, Italy (IT1)",1.6,4.33,5.25,1.67,4.0,5.0,IT1
2017-10-29,Udinese,Atalanta,"Serie A, Italy (IT1)",3.6,3.39,2.1,4.0,3.3,2.0,IT1
2017-10-30,Verona,Inter,"Serie A, Italy (IT1)",7.5,5.0,1.39,7.5,4.75,1.42,IT1
2017-11-04,Bologna,Crotone,"Serie A, Italy (IT1)",1.8,3.5,4.75,1.78,3.4,5.25,IT1
2017-11-04,Genoa,Sampdoria,"Serie A, Italy (IT1)",3.0,3.1,2.54,2.85,3.25,2.55,IT1
2017-11-05,Atalanta,Spal,"Serie A, Italy (IT1)",1.3,5.25,10.0,1.28,5.25,13.0,IT1
2017-11-05,Cagliari,Verona,"Serie A, Italy (IT1)",1.9,3.29,4.5,1.83,3.4,4.75,IT1
2017-11-05,Chievo,Napoli,"Serie A, Italy (IT1)",7.5,5.0,1.39,7.5,5.0,1.4,IT1
2017-11-05,Fiorentina,Roma,"Serie A, Italy (IT1)",3.0,3.5,2.29,2.85,3.6,2.35,IT1
2017-11-05,Inter,Torino,"Serie A, Italy (IT1)",1.5,4.33,6.5,1.5,4.4,6.5,IT1
2017-11-05,Juventus,Benevento,"Serie A, Italy (IT1)",1.06,13.0,34.0,1.05,14.0,41.0,IT1
2017-11-05,Sassuolo,Milan,"Serie A, Italy (IT1)",3.75,3.39,2.04,3.6,3.5,2.05,IT1
2017-11-18,Napoli,Milan,"Serie A, Italy (IT1)",1.44,4.59,7.0,1.45,4.75,6.5,IT1
2017-11-18,Roma,Lazio,"Serie A, Italy (IT1)",2.1,3.5,3.39,2.2,3.5,3.2,IT1
2017-11-19,Benevento,Sassuolo,"Serie A, Italy (IT1)",3.39,3.6,2.04,3.4,3.6,2.1,IT1
2017-11-19,Crotone,Genoa,"Serie A, Italy (IT1)",3.1,3.2,2.45,2.9,3.2,2.55,IT1
2017-11-19,Inter,Atalanta,"Serie A, Italy (IT1)",1.75,3.75,4.75,1.72,3.75,5.0,IT1
2017-11-19,Sampdoria,Juventus,"Serie A, Italy (IT1)",7.0,4.0,1.53,6.25,4.0,1.57,IT1
2017-11-19,Spal,Fiorentina,"Serie A, Italy (IT1)",3.79,3.6,1.95,4.1,3.7,1.87,IT1
2017-11-19,Torino,Chievo,"Serie A, Italy (IT1)",1.83,3.6,4.5,1.8,3.7,4.5,IT1
